CustomerID,Recency,Frequency,Monetary,TotalProductsPurchased,UniqueProducts,AvgBasketSize,AvgDaysBetweenPurchases,DaysSinceFirstPurchase,CancellationRate,Segment
12405,149,1,1710.39,857,54,1710.39,0.0,149,0.0,At Risk
12406,22,5,6390.36,3416,124,1278.072,4.090909090909091,697,0.0,At Risk
12407,50,5,1708.1200000000001,1416,57,341.624,2.8157894736842106,264,0.0,At Risk
12408,33,8,4340.7699999999995,2229,104,542.5962499999999,2.9430379746835444,498,0.0,At Risk
12409,79,7,23419.29,13143,185,3345.612857142857,1.8479087452471483,565,0.0,At Risk
12410,309,3,1013.71,341,37,337.90333333333336,4.948717948717949,502,0.0,Loyal Customers
12411,410,1,346.9,138,22,346.9,0.0,410,0.0,Loyal Customers
12412,75,6,2596.93,1997,84,432.82166666666666,3.6825396825396823,539,0.0,At Risk
12413,67,4,999.45,319,41,249.8625,6.7,402,0.0,At Risk
12414,217,6,952.41,495,22,158.73499999999999,9.11111111111111,464,0.0,Loyal Customers
12415,24,28,144458.37,91743,520,5159.2275,0.5426105717367853,528,0.0,Hibernating
12416,657,1,202.56,132,11,202.56,0.0,657,0.0,Champions
12417,3,20,6816.91,2900,279,340.8455,1.972972972972973,734,0.0,At Risk
12418,113,4,2021.2,1088,92,505.3,5.118811881188119,630,0.0,At Risk
12419,386,2,503.01,231,23,251.505,1.125,414,0.0,Loyal Customers
12420,64,1,600.39,345,29,600.39,0.0,64,0.0,At Risk
12421,16,6,1098.6,652,44,183.1,7.640625,505,0.0,At Risk
12422,96,17,5231.8,2596,141,307.7529411764706,3.654970760233918,722,0.0,At Risk
12423,1,10,2622.39,1793,127,262.239,2.8353658536585367,466,0.0,At Risk
12424,163,4,3340.03,2025,79,835.0075,4.230769230769231,548,0.0,At Risk
12425,78,2,1741.41,1147,89,870.705,4.111111111111111,448,0.0,At Risk
12426,195,2,1345.21,584,74,672.605,6.157894736842105,663,0.0,Loyal Customers
12427,22,3,1129.3,612,26,376.43333333333334,8.725,372,0.0,At Risk
12428,26,9,7956.46,3536,259,884.0511111111111,0.8771331058020477,284,0.0,At Risk
12429,9,8,7485.91,3344,125,935.73875,3.122093023255814,546,0.0,At Risk
12430,43,1,256.4,117,11,256.4,0.0,43,0.0,At Risk
12431,36,27,10857.97,4729,260,402.147037037037,1.6246913580246913,694,0.0,At Risk
12432,43,5,5059.32,1801,107,1011.8639999999999,1.205607476635514,172,0.0,At Risk
12433,1,10,20581.26,17116,291,2058.1259999999997,0.675177304964539,477,0.0,At Risk
12434,85,3,1103.43,532,62,367.81,4.2898550724637685,381,0.0,At Risk
12435,80,6,13925.93,4958,88,2320.9883333333332,5.918918918918919,737,0.0,At Risk
12436,100,1,509.01,211,16,509.01,0.0,100,0.0,At Risk
12437,2,39,12683.4,8001,297,325.2153846153846,1.3055062166962699,737,0.0,At Risk
12438,14,2,2906.85,1180,85,1453.425,1.288659793814433,140,0.0,At Risk
12439,683,2,1158.18,484,69,579.09,0.6056338028169014,726,0.0,Champions
12440,462,2,859.2,331,23,429.6,8.225806451612904,718,0.0,Champions
12441,367,1,347.1,242,11,347.1,0.0,367,0.0,Loyal Customers
12442,3,1,172.06,182,12,172.06,0.0,3,0.0,At Risk
12443,732,1,485.31,182,21,485.31,0.0,732,0.0,Champions
12444,21,5,5005.46,1155,138,1001.092,0.8465909090909091,171,0.0,At Risk
12445,22,2,434.98,206,24,217.49,17.304347826086957,421,0.0,At Risk
12446,58,1,1002.3100000000001,352,58,1002.3100000000001,0.0,58,0.0,At Risk
12447,243,1,476.49,190,26,476.49,0.0,243,0.0,Loyal Customers
12448,44,1,449.45,243,22,449.45,0.0,44,0.0,At Risk
12449,22,6,4835.89,2282,126,805.9816666666667,2.08,439,0.0,At Risk
12450,156,5,688.2,442,31,137.64000000000001,8.833333333333334,474,0.0,At Risk
12451,11,8,12669.88,9359,371,1583.735,1.0156862745098039,529,0.0,At Risk
12452,17,2,430.57,185,21,215.285,0.0,17,0.0,At Risk
12453,134,1,707.09,473,43,707.09,0.0,134,0.0,At Risk
12454,56,5,16679.78,7703,24,3335.9559999999997,9.333333333333334,421,0.0,At Risk
12455,73,10,5879.95,3302,199,587.995,2.8672566371681416,722,0.0,At Risk
12456,44,3,3181.04,1633,105,1060.3466666666666,1.6935483870967742,255,0.0,At Risk
12457,66,8,2995.91,1095,63,374.48875,4.380952380952381,435,0.0,At Risk
12458,71,4,1777.49,986,72,444.3725,5.0120481927710845,488,0.0,At Risk
12459,605,1,454.36,258,23,454.36,0.0,605,0.0,Champions
12460,456,1,326.65,170,18,326.65,0.0,456,0.0,Loyal Customers
12461,94,2,826.88,287,35,413.44,1.7647058823529411,155,0.0,At Risk
12462,19,2,1189.59,536,52,594.795,4.655737704918033,303,0.0,At Risk
12463,53,4,1344.78,776,65,336.195,2.292682926829268,242,0.0,At Risk
12464,10,8,1212.05,112,6,151.50625,10.678571428571429,309,0.0,At Risk
12465,17,2,742.1899999999999,479,46,371.09499999999997,3.3043478260869565,169,0.0,At Risk
12466,682,1,56.73,1,1,56.73,0.0,682,0.0,Champions
12467,423,1,132.8,129,9,132.8,0.0,423,0.0,Loyal Customers
12468,188,5,3670.74,2201,129,734.1479999999999,3.3221476510067114,683,0.0,At Risk
12469,523,2,3070.54,2552,76,1535.27,0.18666666666666668,537,0.0,Champions
12470,690,1,211.95,95,23,211.95,0.0,690,0.0,Champions
12471,2,79,39963.79,16891,273,505.8707594936709,0.6420404573438874,733,0.0,At Risk
12472,32,19,17880.59,11350,435,941.0836842105264,0.7615384615384615,726,0.0,At Risk
12473,29,5,3938.5499999999997,2439,140,787.7099999999999,0.9700598802395209,192,0.0,At Risk
12474,17,31,12424.45,7954,389,400.7887096774194,0.9153737658674189,667,0.0,At Risk
12475,54,2,1149.64,771,55,574.82,5.933333333333334,410,0.0,At Risk
12476,16,23,14115.41,5645,369,613.7134782608696,0.9436893203883495,502,0.0,At Risk
12477,23,9,20276.37,6119,341,2252.93,1.0657193605683837,623,0.0,At Risk
12478,4,1,680.99,236,36,680.99,0.0,4,0.0,At Risk
12479,11,1,527.2,385,31,527.2,0.0,11,0.0,At Risk
12480,28,7,5464.85,2952,179,780.6928571428572,1.987551867219917,507,0.0,At Risk
12481,23,15,12361.39,7253,260,824.0926666666667,1.4974358974358974,607,0.0,At Risk
12482,576,29,23691.4,27042,42,816.944827586207,0.3793103448275862,654,0.0,Champions
12483,17,19,5120.58,2172,71,269.5042105263158,4.782608695652174,677,0.0,At Risk
12484,33,12,6370.15,3271,337,530.8458333333333,1.3670886075949367,681,0.0,At Risk
12485,529,1,708.1,414,34,708.1,0.0,529,0.0,Champions
12486,432,1,1037.28,523,49,1037.28,0.0,432,0.0,Loyal Customers
12487,731,1,285.29999999999995,174,2,285.29999999999995,0.0,731,0.0,Champions
12488,10,3,1298.66,529,46,432.8866666666667,1.2037037037037037,76,0.0,At Risk
12489,336,1,334.93,105,15,334.93,0.0,336,0.0,Loyal Customers
12490,5,21,9823.64,5906,225,467.79238095238094,1.5900216919739696,738,0.0,At Risk
12491,39,1,460.40000000000003,260,25,460.40000000000003,0.0,39,0.0,At Risk
12492,63,3,715.21,444,38,238.40333333333334,8.292682926829269,403,0.0,At Risk
12493,166,2,433.74,207,20,216.87,1.4761904761904763,197,0.0,At Risk
12494,16,9,1872.8700000000001,988,88,208.0966666666667,5.090909090909091,576,0.0,At Risk
12495,641,1,357.4,130,17,357.4,0.0,641,0.0,Champions
12496,620,2,54.09,33,10,27.045,0.0,620,0.0,Champions
12497,82,3,6248.5,5685,43,2082.8333333333335,10.053571428571429,645,0.0,At Risk
12498,21,3,403.70000000000005,159,21,134.5666666666667,1.6363636363636365,58,0.0,At Risk
12499,560,1,393.72,302,27,393.72,0.0,560,0.0,Champions
12500,23,19,5955.21,3377,94,313.4321052631579,4.482758620689655,673,0.0,At Risk
12501,337,1,2169.39,1783,149,2169.39,0.0,337,0.0,Loyal Customers
12502,96,5,3723.87,820,102,744.774,1.4657534246575343,310,0.0,At Risk
12503,584,1,1126.0,561,2,1126.0,0.0,584,0.0,Champions
12504,18,4,779.05,458,13,194.7625,30.42105263157895,597,0.0,At Risk
12505,409,1,955.2,324,42,955.2,0.0,409,0.0,Loyal Customers
12506,233,1,73.5,23,23,73.5,0.0,233,0.0,Loyal Customers
12507,134,4,1844.06,1267,46,461.015,9.183673469387756,585,0.0,At Risk
12508,26,2,398.27,272,57,199.135,0.029411764705882353,29,0.0,At Risk
12509,284,1,176.5,55,7,176.5,0.0,284,0.0,Loyal Customers
12510,143,9,5178.02,2049,99,575.3355555555556,4.111111111111111,735,0.0,At Risk
12511,429,1,3084.02,1753,190,3084.02,0.0,429,0.0,Loyal Customers
12512,66,2,138.03,99,31,69.015,0.0,66,0.0,At Risk
12513,113,1,612.29,462,35,612.29,0.0,113,0.0,At Risk
12514,267,2,1597.76,840,77,798.88,4.506024096385542,642,0.0,Loyal Customers
12515,353,1,383.7,131,16,383.7,0.0,353,0.0,Loyal Customers
12516,78,4,2648.62,1952,55,662.155,7.136986301369863,599,0.0,At Risk
12517,28,5,2502.84,1371,233,500.56800000000004,0.568904593639576,190,0.0,At Risk
12518,1,5,2056.89,1318,84,411.378,0.8861788617886179,110,0.0,At Risk
12519,64,2,726.54,395,34,363.27,10.58974358974359,477,0.0,At Risk
12520,79,5,2634.26,1439,122,526.8520000000001,1.2847682119205297,274,0.0,At Risk
12521,143,1,599.68,309,38,599.68,0.0,143,0.0,At Risk
12522,39,2,192.72,194,11,96.36,1.0909090909090908,51,0.0,At Risk
12523,19,23,4372.15,2275,184,190.09347826086955,2.859437751004016,732,0.0,At Risk
12524,9,17,11126.11,7178,163,654.4770588235294,2.7615062761506275,669,0.0,At Risk
12525,498,3,973.73,509,56,324.57666666666665,2.5254237288135593,647,0.0,Champions
12526,1,3,1316.66,632,64,438.8866666666667,1.3285714285714285,94,0.0,At Risk
12527,82,5,735.51,526,26,147.102,14.419354838709678,529,0.0,At Risk
12528,9,6,1933.48,756,51,322.24666666666667,3.32967032967033,313,0.0,At Risk
12529,528,1,316.48,192,21,316.48,0.0,528,0.0,Champions
12530,60,9,3759.26,2713,103,417.6955555555556,3.7070063694267517,642,0.0,At Risk
12531,15,2,1933.2,1119,126,966.6,5.325396825396825,686,0.0,At Risk
12532,30,1,349.83000000000004,153,16,349.83000000000004,0.0,30,0.0,At Risk
12533,628,2,1367.89,704,63,683.945,1.5492957746478873,739,0.0,Champions
12534,131,1,1089.18,651,63,1089.18,0.0,131,0.0,At Risk
12535,92,2,716.35,219,28,358.175,2.8484848484848486,187,0.0,At Risk
12536,43,3,12601.830000000002,2803,260,4200.610000000001,0.057692307692307696,59,0.0,At Risk
12537,409,1,732.94,449,43,732.94,0.0,409,0.0,Loyal Customers
12538,29,2,640.45,336,33,320.225,10.575757575757576,378,0.0,At Risk
12539,22,7,11214.75,4535,278,1602.107142857143,1.3797216699801194,716,0.0,At Risk
12540,20,33,22254.49,11019,362,674.3784848484848,0.9246753246753247,732,0.0,At Risk
12541,30,3,981.18,680,47,327.06,4.921568627450981,281,0.0,At Risk
12542,484,2,481.88,522,39,240.94,4.105263157894737,640,0.0,Champions
12543,448,1,980.25,688,43,980.25,0.0,448,0.0,Loyal Customers
12544,36,1,372.7,136,19,372.7,0.0,36,0.0,At Risk
12545,75,2,1000.39,523,42,500.195,3.7551020408163267,260,0.0,At Risk
12546,47,2,1161.5,633,59,580.75,0.45588235294117646,78,0.0,At Risk
12547,198,3,383.58,309,14,127.86,15.1,500,0.0,Loyal Customers
12548,166,1,95.19999999999999,49,5,95.19999999999999,0.0,166,0.0,Loyal Customers
12549,576,6,1575.68,1366,40,262.61333333333334,2.5208333333333335,698,0.0,Champions
12550,79,1,964.83,569,57,964.83,0.0,79,0.0,At Risk
12551,358,1,168.0,100,10,168.0,0.0,358,0.0,Loyal Customers
12552,39,2,437.82,88,20,218.91,0.0,40,0.0,At Risk
12553,8,12,4608.75,2325,117,384.0625,1.751054852320675,423,0.0,At Risk
12554,449,1,468.5,240,26,468.5,0.0,449,0.0,Loyal Customers
12555,682,1,129.23,1,1,129.23,0.0,682,0.0,Champions
12556,50,2,603.71,358,101,301.855,0.8333333333333334,151,0.0,At Risk
12557,16,8,18716.14,6782,23,2339.5175,12.385964912280702,723,0.0,At Risk
12558,8,1,269.96,196,11,269.96,0.0,8,0.0,At Risk
12559,311,2,561.71,283,21,280.855,0.4,320,0.0,Loyal Customers
12560,5,3,2134.01,1110,91,711.3366666666667,1.3173076923076923,143,0.0,At Risk
12561,303,1,238.85,177,16,238.85,0.0,303,0.0,Loyal Customers
12562,8,9,4966.92,2327,115,551.88,2.0728155339805827,435,0.0,At Risk
12563,409,1,249.24,113,13,249.24,0.0,409,0.0,Loyal Customers
12564,261,1,456.9,133,21,456.9,0.0,261,0.0,Loyal Customers
12565,289,1,145.92,80,9,145.92,0.0,289,0.0,Loyal Customers
12566,86,1,351.65,265,19,351.65,0.0,86,0.0,At Risk
12567,23,15,13709.86,6086,377,913.9906666666667,1.0094043887147335,667,0.0,At Risk
12568,645,1,70.0,48,5,70.0,0.0,645,0.0,Champions
12569,2,32,4124.69,1801,93,128.8965625,1.3368983957219251,252,0.0,At Risk
12570,682,1,77.52,1,1,77.52,0.0,682,0.0,Champions
12571,40,2,519.61,523,31,259.805,2.4545454545454546,122,0.0,At Risk
12572,9,2,1020.42,452,53,510.21,0.7288135593220338,52,0.0,At Risk
12573,227,5,717.41,479,107,143.482,2.0084745762711864,465,0.0,Loyal Customers
12574,316,1,218.45,61,11,218.45,0.0,316,0.0,Loyal Customers
12575,457,2,622.8199999999999,315,34,311.40999999999997,1.864864864864865,527,0.0,Loyal Customers
12576,36,8,2142.72,1494,117,267.84,3.475177304964539,526,0.0,At Risk
12577,35,8,1653.75,1197,260,206.71875,2.3255813953488373,736,0.0,At Risk
12578,21,4,4642.45,2380,151,1160.6125,2.4678362573099415,444,0.0,At Risk
12579,78,1,440.42,285,29,440.42,0.0,78,0.0,At Risk
12580,247,2,1052.9,569,52,526.45,5.771929824561403,577,0.0,Loyal Customers
12581,40,1,197.71,161,15,197.71,0.0,40,0.0,At Risk
12582,239,4,1980.4,985,100,495.1,3.3137254901960786,578,0.0,Loyal Customers
12583,3,27,14447.44,8984,164,535.0903703703704,1.5698924731182795,734,0.0,At Risk
12584,4,9,2338.15,416,45,259.7944444444445,2.905263157894737,280,0.0,At Risk
12585,234,2,2040.1,1279,77,1020.05,1.3604651162790697,351,0.0,Loyal Customers
12586,17,4,2062.67,687,84,515.6675,7.591397849462366,723,0.0,At Risk
12587,8,1,144.0,51,4,144.0,0.0,8,0.0,At Risk
12588,39,4,958.78,438,32,239.695,12.4,598,0.0,At Risk
12589,29,8,4695.66,1764,125,586.9575,3.6871508379888267,690,0.0,At Risk
12590,211,2,9864.26,4283,68,4932.13,0.0,211,0.0,Loyal Customers
12591,317,3,1352.15,677,64,450.7166666666667,1.338235294117647,409,0.0,Loyal Customers
12592,92,5,2582.66,1875,52,516.5319999999999,5.3375,519,0.0,At Risk
12593,109,3,418.09999999999997,206,14,139.36666666666665,5.5,219,0.0,At Risk
12594,38,15,5090.110000000001,2768,82,339.3406666666667,3.0707070707070705,646,0.0,At Risk
12595,505,1,299.02,271,19,299.02,0.0,505,0.0,Champions
12596,51,2,618.27,474,25,309.135,7.3076923076923075,242,0.0,At Risk
12597,19,4,3811.22,2236,185,952.805,1.2097560975609756,268,0.0,At Risk
12598,10,11,4534.09,2906,136,412.19,3.1170731707317074,649,0.0,At Risk
12599,29,13,2296.72,2189,54,176.67076923076922,4.151515151515151,578,0.0,At Risk
12600,29,21,5043.92,1414,54,240.18666666666667,5.366412213740458,732,0.0,At Risk
12601,190,6,681.26,290,24,113.54333333333334,6.484848484848484,405,0.0,At Risk
12602,59,1,153.12,162,12,153.12,0.0,59,0.0,At Risk
12603,22,1,739.1999999999999,64,3,739.1999999999999,0.0,22,0.0,At Risk
12604,79,2,254.18,201,15,127.09,12.133333333333333,262,0.0,At Risk
12605,376,4,1232.95,929,63,308.2375,1.08,458,0.0,Loyal Customers
12606,682,1,21.0,1,1,21.0,0.0,682,0.0,Champions
12607,60,1,1579.51,1228,101,1579.51,0.0,60,0.0,At Risk
12608,405,1,415.79,323,16,415.79,0.0,405,0.0,Loyal Customers
12609,78,9,3435.86,1553,133,381.76222222222225,3.6839080459770117,719,0.0,At Risk
12610,23,5,2099.54,1049,85,419.908,0.9809523809523809,126,0.0,At Risk
12611,52,1,1193.32,846,65,1193.32,0.0,52,0.0,At Risk
12612,74,1,704.0400000000001,262,19,704.0400000000001,0.0,74,0.0,At Risk
12613,57,10,6835.07,4163,232,683.507,2.049079754601227,725,0.0,At Risk
12614,278,1,315.6,76,20,315.6,0.0,278,0.0,Loyal Customers
12615,2,8,5740.98,3317,205,717.6225,2.3382899628252787,631,0.0,At Risk
12616,95,3,1131.1,498,32,377.0333333333333,5.528301886792453,389,0.0,At Risk
12617,29,1,355.53,213,39,355.53,0.0,29,0.0,At Risk
12618,22,1,177.31,96,11,177.31,0.0,22,0.0,At Risk
12619,16,10,3781.38,3518,57,378.13800000000003,5.494949494949495,560,0.0,At Risk
12620,15,3,1339.41,1181,89,446.47,2.076923076923077,205,0.0,At Risk
12621,2,35,24775.81,13933,355,707.8802857142857,0.8660598179453837,669,0.0,At Risk
12622,232,1,180.1,69,11,180.1,0.0,232,0.0,Loyal Customers
12623,276,7,3747.84,1972,122,535.4057142857143,2.4277456647398843,697,0.0,Loyal Customers
12624,106,2,641.13,355,36,320.565,1.9189189189189189,178,0.0,At Risk
12625,212,4,5164.88,3309,151,1291.22,2.10989010989011,597,0.0,Loyal Customers
12626,23,9,6620.48,3453,233,735.6088888888888,1.0341296928327646,327,0.0,At Risk
12627,11,7,4478.53,2752,162,639.79,0.5633187772925764,140,0.0,At Risk
12628,4,3,786.46,448,34,262.15333333333336,1.5,65,0.0,At Risk
12629,386,2,1558.22,722,40,779.11,0.8409090909090909,423,0.0,Loyal Customers
12630,10,2,1270.88,548,60,635.44,0.5396825396825397,44,0.0,At Risk
12631,57,6,3481.57,1607,137,580.2616666666667,3.489010989010989,693,0.0,At Risk
12632,521,2,804.88,694,32,402.44,1.2941176470588236,565,0.0,Champions
12633,59,7,5678.16,3238,229,811.1657142857142,1.5278688524590165,526,0.0,At Risk
12634,536,2,490.0,337,20,245.0,0.631578947368421,548,0.0,Champions
12635,90,4,2930.41,1949,160,732.6025,2.061797752808989,457,0.0,At Risk
12636,739,1,141.0,1,1,141.0,0.0,739,0.0,Champions
12637,67,12,8340.31,4284,309,695.0258333333333,0.750788643533123,543,0.0,At Risk
12638,33,2,921.49,663,47,460.745,12.893617021276595,640,0.0,At Risk
12639,239,3,1312.37,631,61,437.45666666666665,6.174603174603175,628,0.0,Loyal Customers
12640,24,3,1174.58,311,47,391.52666666666664,1.0961538461538463,82,0.0,At Risk
12641,115,1,185.9,72,10,185.9,0.0,115,0.0,At Risk
12642,25,3,1013.26,552,39,337.75333333333333,1.7826086956521738,108,0.0,At Risk
12643,128,12,8350.42,4785,17,695.8683333333333,9.450980392156863,611,0.0,At Risk
12644,130,4,1918.49,1032,109,479.6225,5.127272727272727,694,0.0,At Risk
12645,34,8,3539.3,2125,114,442.4125,3.993710691823899,669,0.0,At Risk
12646,5,2,1346.97,897,43,673.485,1.0,49,0.0,At Risk
12647,22,36,17924.35,6887,274,497.89861111111105,1.2108108108108109,695,0.0,At Risk
12648,155,4,1112.0,518,48,278.0,8.53125,701,0.0,At Risk
12649,107,8,2294.65,1959,97,286.83125,5.0256410256410255,696,0.0,At Risk
12650,3,1,314.44,254,20,314.44,0.0,3,0.0,At Risk
12651,335,4,377.75,265,30,94.4375,4.482758620689655,465,0.0,Loyal Customers
12652,331,2,1017.03,536,51,508.515,2.04,434,0.0,Loyal Customers
12653,149,3,4160.83,1681,77,1386.9433333333334,4.447058823529412,527,0.0,At Risk
12654,11,5,601.98,264,31,120.396,7.675675675675675,295,0.0,At Risk
12655,424,1,261.35,80,16,261.35,0.0,424,0.0,Loyal Customers
12656,17,8,6407.83,2860,179,800.97875,2.2154471544715446,563,0.0,At Risk
12657,11,4,1643.18,1044,35,410.795,1.4565217391304348,79,0.0,At Risk
12658,19,1,686.05,320,36,686.05,0.0,19,0.0,At Risk
12659,30,1,91.68,105,5,91.68,0.0,30,0.0,At Risk
12660,11,1,245.1,127,13,245.1,0.0,11,0.0,At Risk
12661,436,1,162.0,216,11,162.0,0.0,436,0.0,Loyal Customers
12662,1,20,6988.02,3581,183,349.401,1.5234567901234568,618,0.0,At Risk
12663,625,2,239.4,181,9,119.7,4.777777777777778,668,0.0,Champions
12664,8,11,6070.04,1495,16,551.8218181818182,16.318181818181817,727,0.0,At Risk
12665,325,3,313.6,165,13,104.53333333333335,21.5,669,0.0,Loyal Customers
12666,394,1,1248.42,370,31,1248.42,0.0,394,0.0,Loyal Customers
12667,58,1,620.13,395,33,620.13,0.0,58,0.0,At Risk
12668,12,10,11444.68,5076,296,1144.468,1.2360594795539033,677,0.0,At Risk
12669,151,3,2744.0299999999997,1115,97,914.6766666666666,1.05,257,0.0,At Risk
12670,10,7,3760.29,1627,72,537.1842857142857,5.754385964912281,667,0.0,At Risk
12671,606,1,2622.481,1460,45,2622.481,0.0,606,0.0,Champions
12672,330,2,437.05,138,22,218.525,12.619047619047619,596,0.0,Loyal Customers
12673,5,3,1230.02,700,68,410.00666666666666,5.424657534246576,402,0.0,At Risk
12674,39,4,1970.6,1133,52,492.65,2.0609756097560976,208,0.0,At Risk
12675,554,2,958.5,337,110,479.25,0.21428571428571427,578,0.0,Champions
12676,25,11,2843.09,1867,70,258.4627272727273,4.320754716981132,483,0.0,At Risk
12677,555,2,395.1,176,14,197.55,5.55,666,0.0,Champions
12678,42,21,34281.18,22372,217,1632.4371428571428,1.7546666666666666,701,0.0,At Risk
12679,59,4,1113.02,554,43,278.255,4.787234042553192,284,0.0,At Risk
12680,1,4,880.81,444,33,220.2025,2.1538461538461537,113,0.0,At Risk
12681,15,45,30868.28,17596,505,685.9617777777778,0.48565573770491804,726,0.0,At Risk
12682,4,52,24033.91,11018,371,462.19057692307695,0.708092485549133,739,0.0,At Risk
12683,4,21,12696.78,7683,261,604.6085714285715,1.337037037037037,726,0.0,At Risk
12684,8,7,2283.63,1985,61,326.23285714285714,1.9711538461538463,213,0.0,At Risk
12685,28,6,2863.08,1523,117,477.18,0.4166666666666667,94,0.0,At Risk
12686,372,1,178.28,214,7,178.28,0.0,372,0.0,Loyal Customers
12687,481,2,2138.91,1403,126,1069.455,0.0,481,0.0,Champions
12688,114,1,4873.8099999999995,3028,170,4873.8099999999995,0.0,114,0.0,At Risk
12689,26,2,1247.61,628,57,623.805,1.4225352112676057,128,0.0,At Risk
12690,206,1,389.01,106,16,389.01,0.0,206,0.0,Loyal Customers
