CustomerID,Recency,Frequency,Monetary,Cluster,PCA1,PCA2,Segment
12384.0,29,2,585.27,1,-0.04265866918203885,-0.8641117546036682,At Risk
12385.0,379,1,1938.4,0,-0.619418763063821,0.7021113010068184,Loyal Customers
12386.0,338,2,660.8,0,-0.5547908950923438,0.5005380027936699,Loyal Customers
12387.0,415,1,143.94,0,-0.7580791398809001,0.817221080996677,Loyal Customers
12388.0,16,8,3901.11,1,0.4375011399480604,-0.7787193162613876,At Risk
12389.0,403,3,1433.33,0,-0.5771719382399478,0.816352133567151,Loyal Customers
12390.0,80,1,549.84,1,-0.18148671792169715,-0.6503843432854717,At Risk
12391.0,22,6,2773.42,1,0.27368601060027997,-0.8003781052714882,At Risk
12392.0,591,1,234.75000000000003,2,-1.0476855501844644,1.595660179780625,Champions
12393.0,72,6,2399.45,1,0.17389901366025987,-0.588958157192063,At Risk
12394.0,64,2,1272.48,1,-0.07093768344177849,-0.693026133638686,At Risk
12395.0,19,15,5067.27,1,0.8490047105990555,-0.6647279290435759,At Risk
12396.0,674,1,931.43,2,-1.155618210995424,1.9786751682082204,Champions
12397.0,36,2,2409.9,1,0.025595323700637624,-0.7888404484206742,At Risk
12398.0,46,1,1635.6599999999999,1,-0.07720556425501894,-0.7739166027224524,At Risk
12399.0,119,7,1962.3,1,0.12855181273378924,-0.38196615312722976,At Risk
12400.0,414,1,205.25,0,-0.7537252699350868,0.8143025368046998,Loyal Customers
12401.0,303,1,84.3,0,-0.5738652731731736,0.32180568529465287,Loyal Customers
12402.0,323,6,1256.9,0,-0.2948435995387719,0.49024929805207756,Loyal Customers
12403.0,50,2,1019.36,1,-0.05867267314137747,-0.7609308007232292,At Risk
12404.0,682,1,63.24,2,-1.206995322470862,1.9928327409422306,Champions
12405.0,149,1,1710.39,1,-0.24574554828668319,-0.31782757380207644,At Risk
12406.0,22,5,6390.36,1,0.37992827155893544,-0.722708047229988,At Risk
12407.0,50,5,1708.12,1,0.12810911840551673,-0.7131494937512939,At Risk
12408.0,33,8,4340.77,1,0.42840351268226784,-0.6930444060170093,At Risk
12409.0,79,7,23419.29,1,1.1352311217175943,-0.03627107529456991,At Risk
12410.0,309,3,1013.71,0,-0.43875321953125856,0.3915644800105727,Loyal Customers
12411.0,410,1,346.9,0,-0.7408477051560589,0.8001077146123662,Loyal Customers
12412.0,75,6,2596.93,1,0.17754563976993581,-0.5709217120731276,At Risk
12413.0,67,4,999.45,1,0.016503967059407397,-0.6657573782663332,At Risk
12414.0,217,6,952.41,0,-0.13136431533371018,0.015338357903099313,Loyal Customers
12415.0,24,28,144458.37,3,7.625541744351913,2.8835418612379673,Hibernating
12416.0,657,1,202.56,2,-1.1591898606711526,1.8859629390798016,Champions
12417.0,3,20,6816.91,1,1.2133558557078914,-0.6410174590774655,At Risk
12418.0,113,4,2021.2,1,-0.01546905165096739,-0.43801708868189676,At Risk
12419.0,386,2,503.01,0,-0.6417716162994845,0.7083974488962179,Loyal Customers
12420.0,64,1,600.39,1,-0.15258280148278172,-0.7197206266611801,At Risk
12421.0,16,6,1098.6,1,0.21032657537766083,-0.8675937047757347,At Risk
12422.0,96,17,5231.8,1,0.8321754034759266,-0.30044287736393216,At Risk
12423.0,1,10,2622.39,1,0.5109127199540172,-0.8553090187094855,At Risk
12424.0,163,4,3340.0299999999997,1,-0.0411004107962828,-0.1854064023606946,At Risk
12425.0,78,2,1741.41,1,-0.07374881366628441,-0.6198701827521829,At Risk
12426.0,195,2,1345.21,0,-0.28627190201137886,-0.11349472518296749,Loyal Customers
12427.0,22,3,1129.3,1,0.04505324426395458,-0.8714060944779839,At Risk
12428.0,26,9,7956.46,1,0.6506740901101156,-0.6255963409836357,At Risk
12429.0,9,8,7485.91,1,0.606215325087483,-0.7223634868304774,At Risk
12430.0,43,1,256.4,1,-0.1326218321611423,-0.8207091859790101,At Risk
12431.0,36,27,10857.97,1,1.7007559152315288,-0.3247595746569353,At Risk
12432.0,43,5,5059.32,1,0.2865901058908497,-0.6624778304671697,At Risk
12433.0,1,10,20581.26,1,1.297627901264384,-0.4183175765496886,At Risk
12434.0,85,3,1103.43,1,-0.06116992828316514,-0.5941807346611205,At Risk
12435.0,80,6,13925.93,1,0.6654889739622867,-0.273202281313436,At Risk
12436.0,100,1,509.01,1,-0.21663720971798145,-0.5631699661864407,At Risk
12437.0,2,39,12683.4,1,2.463875307226272,-0.30620786895110896,At Risk
12438.0,14,2,2906.85,1,0.08406302207364676,-0.8737768907446141,At Risk
12439.0,683,2,1158.18,2,-1.108494720881648,2.0342267964855885,Champions
12440.0,462,2,859.2,2,-0.7529432958221417,1.0522545658372702,Champions
12441.0,367,1,347.1,0,-0.6691109179136309,0.6104656187044017,Loyal Customers
12442.0,3,1,172.06,1,-0.06959272703851772,-0.9991772020793257,At Risk
12443.0,732,1,485.31,2,-1.2719105956927248,2.2236226531461734,Champions
12444.0,21,5,5005.46,1,0.32092874775765523,-0.7608170791066535,At Risk
12445.0,22,2,434.98,1,-0.037565692201065856,-0.8986415079347376,At Risk
12446.0,58,1,1002.3100000000001,1,-0.12496753252665853,-0.7364031131359912,At Risk
12447.0,243,1,476.49,0,-0.4565991855955024,0.0667251379435711,Loyal Customers
12448.0,44,1,449.45,1,-0.125833081579155,-0.8116013245734349,At Risk
12449.0,22,6,4835.89,1,0.3640355960695881,-0.7501922227682285,At Risk
12450.0,156,5,688.2,1,-0.09338792823555926,-0.2704652936984829,At Risk
12451.0,11,8,12669.88,1,0.8299707030863346,-0.5874016585797743,At Risk
12452.0,17,2,430.57,1,-0.029418410719069536,-0.9208007884194723,At Risk
12453.0,134,1,707.09,1,-0.2646752021342926,-0.40839669255486083,At Risk
12454.0,56,5,16679.78,1,0.7739565326298733,-0.3223831759798027,At Risk
12455.0,73,10,5879.95,1,0.5335122705783003,-0.4584947248228903,At Risk
12456.0,44,3,3181.04,1,0.09823472623769987,-0.7244526255416653,At Risk
12457.0,66,8,2995.91,1,0.3144428177093157,-0.580225736256265,At Risk
12458.0,71,4,1777.49,1,0.04391479932870892,-0.6291838284903628,At Risk
12459.0,605,1,454.36,2,-1.0614185161928642,1.6627494512847791,Champions
12460.0,456,1,326.65,0,-0.8184670935392139,1.0024931192441016,Loyal Customers
12461.0,94,2,826.88,1,-0.14050066721641732,-0.5715570409325536,At Risk
12462.0,19,2,1189.59,1,0.0004954092341307827,-0.8935108394120064,At Risk
12463.0,53,4,1344.78,1,0.05498497537389222,-0.7191000195351913,At Risk
12464.0,10,8,1212.05,1,0.3297114034040202,-0.8706143193303435,At Risk
12465.0,17,2,742.1899999999999,1,-0.015767430184106253,-0.9132181691786272,At Risk
12466.0,682,1,56.73,2,-1.2072805027650748,1.9926743337435342,Champions
12467.0,423,1,132.8,0,-0.7719118932679925,0.8522331682687986,Loyal Customers
12468.0,188,5,3670.74,1,-0.016112295299789494,-0.05675881386112931,At Risk
12469.0,523,2,3070.54,2,-0.7578259483947513,1.3750969506791344,Champions
12470.0,690,1,211.95,2,-1.213825607343373,2.031734442762998,Champions
12471.0,2,79,39963.79,1,5.747062008734408,0.7712269045401894,At Risk
12472.0,32,19,17880.59,1,1.5974389935273872,-0.25424515894105426,At Risk
12473.0,29,5,3938.5499999999997,1,0.26084640923675195,-0.7514949408618956,At Risk
12474.0,17,31,12424.45,1,2.009884533662903,-0.3290776948664355,At Risk
12475.0,54,2,1149.6399999999999,1,-0.05963793724370754,-0.7401191322111373,At Risk
12476.0,16,23,14115.41,1,1.6680019843135854,-0.3750668614667205,At Risk
12477.0,23,9,20276.37,1,1.195370469066046,-0.33904834909864945,At Risk
12478.0,4,1,680.99,1,-0.048966380245169736,-0.9823830632660162,At Risk
12479.0,11,1,527.2,1,-0.06738003677518209,-0.9552524590869785,At Risk
12480.0,28,7,5464.85,1,0.43378277814381233,-0.6980848409943593,At Risk
12481.0,23,15,12361.39,1,1.161862180581802,-0.46959923652039454,At Risk
12482.0,576,29,23691.4,2,1.466579386397316,2.3898092347735216,Champions
12483.0,17,19,5120.58,1,1.0634890606052374,-0.6308891620242281,At Risk
12484.0,33,12,6370.15,1,0.7261163795804761,-0.6023013303628592,At Risk
12485.0,529,1,708.1,2,-0.92352794007278,1.333733701886146,Champions
12486.0,432,1,1037.28,0,-0.7473026356753423,0.9139353426857205,Loyal Customers
12487.0,731,1,285.3,2,-1.2790042394924883,2.21434543473554,Champions
12488.0,10,3,1298.66,1,0.07248943608216486,-0.9202098077393045,At Risk
12489.0,336,1,334.93,0,-0.6179331405556995,0.47344725850375097,Loyal Customers
12490.0,5,21,9823.64,1,1.3939371862009677,-0.5486936083822709,At Risk
12491.0,39,1,460.40000000000003,1,-0.11701293230620481,-0.8333868516676963,At Risk
12492.0,63,3,715.21,1,-0.0414784266887115,-0.7006559327562523,At Risk
12493.0,166,2,433.74,1,-0.2778254944850503,-0.2635748761216058,At Risk
12494.0,16,9,1872.8700000000001,1,0.4008542604665123,-0.8177316912660783,At Risk
12495.0,641,1,357.4,2,-1.1257173646802465,1.8191643341606356,Champions
12496.0,620,2,54.09,2,-1.0517711374664425,1.72950622956589,Champions
12497.0,82,3,6248.5,1,0.1692218451228132,-0.48221742872050555,At Risk
12498.0,21,3,403.70000000000005,1,0.014935343807457546,-0.8934724433898553,At Risk
12499.0,560,1,393.71999999999997,2,-0.9890107289630017,1.4628061526037792,Champions
12500.0,23,19,5955.21,1,1.0900427152756746,-0.5841178243130811,At Risk
12501.0,337,1,2169.39,0,-0.5392399680499138,0.5224953902646163,Loyal Customers
12502.0,96,5,3723.87,1,0.13967975752119144,-0.4612222985593869,At Risk
12503.0,584,1,1126.0,2,-0.9969663545192423,1.5864741182668642,Champions
12504.0,18,4,779.05,1,0.08858560286573286,-0.8872296794406203,At Risk
12505.0,409,1,955.2,0,-0.7125321195218444,0.8104990250463753,Loyal Customers
12506.0,233,1,73.5,0,-0.45757182947788183,0.012815276588491119,Loyal Customers
12507.0,134,4,1844.06,1,-0.05825890065358183,-0.34970913511781043,At Risk
12508.0,26,2,398.27,1,-0.04584620320517861,-0.8818931908988947,At Risk
12509.0,284,1,176.5,0,-0.5381325352625023,0.24025168390052665,Loyal Customers
12510.0,143,9,5178.02,1,0.3337934128117735,-0.17718769831818384,At Risk
12511.0,429,1,3084.02,0,-0.652637845521058,0.950507285194952,Loyal Customers
12512.0,66,2,138.03,1,-0.12397015099752155,-0.7118098065231492,At Risk
12513.0,113,1,612.29,1,-0.233798091873344,-0.5033217357677356,At Risk
12514.0,267,2,1597.76,0,-0.3953113123567706,0.2101989517825957,Loyal Customers
12515.0,353,1,383.7,0,-0.6441542893583375,0.5496106802844427,Loyal Customers
12516.0,78,4,2648.62,1,0.07039929750601506,-0.5771139453423022,At Risk
12517.0,28,5,2502.84,1,0.19962107733271378,-0.7908403275412934,At Risk
12518.0,1,5,2056.89,1,0.2251240979994203,-0.9207722365104863,At Risk
12519.0,64,2,726.54,1,-0.09485340230853243,-0.7063104387164957,At Risk
12520.0,79,5,2634.2599999999998,1,0.12030535218734523,-0.5627123791252697,At Risk
12521.0,143,1,599.68,1,-0.28439330059556717,-0.37131673938053805,At Risk
12522.0,39,2,192.72,1,-0.07653584576941332,-0.8295596909215932,At Risk
12523.0,19,23,4372.15,1,1.2361796153551303,-0.5989174787707313,At Risk
12524.0,9,17,11126.11,1,1.2355086211824673,-0.5407215231845807,At Risk
12525.0,498,3,973.73,2,-0.7557742986977743,1.2241562066020173,Champions
12526.0,1,3,1316.66,1,0.08829079566393541,-0.9594653657731484,At Risk
12527.0,82,5,735.51,1,0.03212348549551255,-0.5956832953157389,At Risk
12528.0,9,6,1933.48,1,0.25857639881787836,-0.8781514120330497,At Risk
12529.0,528,1,316.48,2,-0.9390153467257116,1.3197940559267727,Champions
12530.0,60,9,3759.26,1,0.41009427840841345,-0.5777729893625229,At Risk
12531.0,15,2,1933.2,1,0.03974273283103462,-0.8930582272990351,At Risk
12532.0,30,1,349.83000000000004,1,-0.10684377401889622,-0.8757708910435447,At Risk
12533.0,628,2,1367.89,2,-1.0075629109742132,1.7967579533727822,Champions
12534.0,131,1,1089.18,1,-0.2429328968895988,-0.41233051706723506,At Risk
12535.0,92,2,716.35,1,-0.14200641205531708,-0.5830673456569324,At Risk
12536.0,43,3,12601.830000000002,1,0.5125946269176715,-0.4996278505233708,At Risk
12537.0,409,1,732.94,0,-0.7222685515021438,0.8050907940198999,Loyal Customers
12538.0,29,2,640.45,1,-0.04024142668823464,-0.862769065014714,At Risk
12539.0,22,7,11214.75,1,0.6956743158932513,-0.5846354487461913,At Risk
12540.0,20,33,22254.49,1,2.539906287858883,-0.05597191692298657,At Risk
12541.0,30,3,981.18,1,0.02521987694425434,-0.8397271282623124,At Risk
12542.0,484,2,481.88,2,-0.8061704229821424,1.140101953350165,Champions
12543.0,448,1,980.25,0,-0.7764904182135665,0.983113948849823,Loyal Customers
12544.0,36,1,372.7,1,-0.11585048119642032,-0.8487520306924787,At Risk
12545.0,75,2,1000.39,1,-0.10120602305037776,-0.6511325339816663,At Risk
12546.0,47,2,1161.5,1,-0.047441736805497174,-0.7707033053166021,At Risk
12547.0,198,3,383.58,0,-0.2811986148134781,-0.11332219906206166,Loyal Customers
12548.0,166,1,95.19999999999999,0,-0.3448589555161151,-0.2821531293399028,Loyal Customers
12549.0,576,6,1575.68,2,-0.702906652012156,1.6138359434276104,Champions
12550.0,79,1,964.83,1,-0.1616393661852226,-0.6446968263353463,At Risk
12551.0,358,1,168.0,0,-0.6619438188524985,0.5664140454842073,Loyal Customers
12552.0,39,2,437.82,1,-0.06579887340204438,-0.8235956963900126,At Risk
12553.0,8,12,4608.75,1,0.6906579567693923,-0.7554211676641532,At Risk
12554.0,449,1,468.5,0,-0.8005764865810758,0.9750719802029381,Loyal Customers
12555.0,682,1,129.23,2,-1.2041045317465753,1.9944384692128916,Champions
12556.0,50,2,603.71,1,-0.07688084353916161,-0.7710447718658299,At Risk
12557.0,16,8,18716.14,1,1.0864957043370513,-0.41822662794967025,At Risk
12558.0,8,1,269.96,1,-0.07364453913403782,-0.9747430384907254,At Risk
12559.0,311,2,561.71,0,-0.5140931529431992,0.3790462045679452,Loyal Customers
12560.0,5,3,2134.0099999999998,1,0.11742366132271581,-0.9219352895792409,At Risk
12561.0,303,1,238.85,0,-0.5670949790916685,0.32556633545726316,Loyal Customers
12562.0,8,9,4966.92,1,0.5497385009245362,-0.7777276284714714,At Risk
12563.0,409,1,249.24,0,-0.7434577540076369,0.7933209688264055,Loyal Customers
12564.0,261,1,456.9,0,-0.4874830401464424,0.14563555694990954,Loyal Customers
12565.0,289,1,145.92,0,-0.5478126060677717,0.26155955610839493,Loyal Customers
12566.0,86,1,351.65,1,-0.20017728928335254,-0.6287445144772501,At Risk
12567.0,23,15,13709.86,1,1.2209339273309898,-0.43678704677743063,At Risk
12568.0,645,1,70.0,2,-1.1449797263688786,1.8298126357369844,Champions
12569.0,2,32,4124.69,1,1.7235257377257471,-0.5868502750015658,At Risk
12570.0,682,1,77.52,2,-1.2063697656964596,1.993180214797437,Champions
12571.0,40,2,519.61,1,-0.0638840336547917,-0.8171951137750685,At Risk
12572.0,9,2,1020.4200000000001,1,0.009765600435138503,-0.9417311813816348,At Risk
12573.0,227,5,717.41,0,-0.21054298795121903,0.043383478228859074,Loyal Customers
12574.0,316,1,218.45000000000002,0,-0.5896738487721074,0.382405072429759,Loyal Customers
12575.0,457,2,622.82,0,-0.7549578074044399,1.0244507818376813,Loyal Customers
12576.0,36,8,2142.72,1,0.32711036149613276,-0.7332981600830482,At Risk
12577.0,35,8,1653.75,1,0.3073583923790504,-0.7496066141519662,At Risk
12578.0,21,4,4642.45,1,0.2528233417497258,-0.7799907584619876,At Risk
12579.0,78,1,440.42,1,-0.18294383754914129,-0.6618676384874922,At Risk
12580.0,247,2,1052.9,0,-0.38581784767531424,0.10873303671048681,Loyal Customers
12581.0,40,1,197.71,1,-0.13018855457898984,-0.835368467487019,At Risk
12582.0,239,4,1980.4,0,-0.2274361536701394,0.11669983291093076,Loyal Customers
12583.0,3,27,14447.44,1,1.913045111002196,-0.38296036695733265,At Risk
12584.0,4,9,2338.15,1,0.4412536708198177,-0.8593348118640559,At Risk
12585.0,234,2,2040.1,0,-0.3208868568819734,0.07541935038316462,Loyal Customers
12586.0,17,4,2062.67,1,0.14648459192357696,-0.8604058729353465,At Risk
12587.0,8,1,144.0,1,-0.07916240547183376,-0.9778080109558329,At Risk
12588.0,39,4,958.78,1,0.06142897837859355,-0.7902380427737793,At Risk
12589.0,29,8,4695.66,1,0.45062237484039713,-0.702050479968159,At Risk
12590.0,211,2,9864.26,0,0.06022833658603678,0.16436480396113243,Loyal Customers
12591.0,317,3,1352.15,0,-0.437272097764598,0.43508286352239195,Loyal Customers
12592.0,92,5,2582.66,1,0.09635971980653137,-0.5066328287271731,At Risk
12593.0,109,3,418.09999999999997,1,-0.13122608177782225,-0.5050073356561909,At Risk
12594.0,38,15,5090.11,1,0.8183114720810492,-0.5803746704853818,At Risk
12595.0,505,1,299.02,2,-0.9014140547485524,1.2179301304809431,Champions
12596.0,51,2,618.27,1,-0.07791111457223626,-0.7662800903212984,At Risk
12597.0,19,4,3811.22,1,0.21974625466209993,-0.809037786396934,At Risk
12598.0,10,11,4534.09,1,0.631847966862564,-0.7587576654790917,At Risk
12599.0,29,13,2296.72,1,0.6065492654007748,-0.7087206932124404,At Risk
12600.0,29,21,5043.92,1,1.1445201502451454,-0.5591486041964282,At Risk
12601.0,190,6,681.26,1,-0.09820391902515915,-0.11034015961721444,At Risk
12602.0,59,1,153.12,1,-0.16383566517668507,-0.7526559765798431,At Risk
12603.0,22,1,739.1999999999999,1,-0.0764420893445336,-0.9015795444042841,At Risk
12604.0,79,2,254.18,1,-0.1405672435389795,-0.651648411642504,At Risk
12605.0,376,4,1232.95,0,-0.4887081465503131,0.7027362478219626,Loyal Customers
12606.0,682,1,21.0,2,-1.208845708895985,1.9918049191184282,Champions
12607.0,60,1,1579.51,1,-0.10301860982288706,-0.713537372556644,At Risk
12608.0,405,1,415.79,0,-0.7294894074581174,0.7797320359194095,Loyal Customers
12609.0,78,9,3435.86,1,0.365901572062572,-0.5062551496243992,At Risk
12610.0,23,5,2099.54,1,0.19029438530340945,-0.8227057597139196,At Risk
12611.0,52,1,1193.32,1,-0.10659149181207667,-0.7582176521879368,At Risk
12612.0,74,1,704.04,1,-0.16472319435457689,-0.6730945764977906,At Risk
12613.0,57,10,6835.07,1,0.602042229833825,-0.5058201941087096,At Risk
12614.0,278,1,315.6,0,-0.522030489797166,0.21717402385252094,Loyal Customers
12615.0,2,8,5740.98,1,0.5414527100003157,-0.7956954606423288,At Risk
12616.0,95,3,1131.1,1,-0.07663873878234792,-0.5494034984696178,At Risk
12617.0,29,1,355.53000000000003,1,-0.10492598336051397,-0.8800425879727771,At Risk
12618.0,22,1,177.31,1,-0.10105652183535745,-0.9152519592853523,At Risk
12619.0,16,10,3781.38,1,0.5366626072894914,-0.7609515102846415,At Risk
12620.0,15,3,1339.41,1,0.06593408269413098,-0.8971662695586186,At Risk
12621.0,2,35,24775.81,1,2.784788588870646,-0.053326797987025464,At Risk
12622.0,232,1,180.1,0,-0.45123396329168425,0.010998769574544329,Loyal Customers
12623.0,276,7,3747.84,0,-0.05512063433115711,0.3539131513482459,Loyal Customers
12624.0,106,2,641.13,1,-0.16865484751729262,-0.523152143951823,At Risk
12625.0,212,4,5164.88,0,-0.04289671280079239,0.07510682507305574,Loyal Customers
12626.0,23,9,6620.48,1,0.5971537673857944,-0.6713357961972446,At Risk
12627.0,11,7,4478.53,1,0.4189331458651499,-0.7970615760067252,At Risk
12628.0,4,3,786.46,1,0.06006031017717309,-0.9591354875278996,At Risk
12629.0,386,2,1558.22,0,-0.5955465628038854,0.7340737714978871,Loyal Customers
12630.0,10,2,1270.88,1,0.019069281998809407,-0.9312263680133583,At Risk
12631.0,57,6,3481.57,1,0.24632430438367664,-0.6287829533171497,At Risk
12632.0,521,2,804.88,2,-0.8537403886970857,1.3111460766571414,Champions
12633.0,59,7,5678.16,1,0.391416239553619,-0.5561721606791343,At Risk
12634.0,536,2,490.0,2,-0.8925555828103838,1.3696400492996081,Champions
12635.0,90,4,2930.41,1,0.06272640672223351,-0.5173324428809711,At Risk
12636.0,739,1,141.0,2,-1.298670265994386,2.2461173526407694,Champions
12637.0,67,12,8340.31,1,0.7557070040257199,-0.40440820593763094,At Risk
12638.0,33,2,921.49,1,-0.03460242333195784,-0.8382889680424791,At Risk
12639.0,239,3,1312.3700000000001,0,-0.30890341733410664,0.09010413147472077,Loyal Customers
12640.0,24,3,1174.58,1,0.04370061518620465,-0.8614835116760269,At Risk
12641.0,115,1,185.9,1,-0.2558129313,-0.5048762533358748,At Risk
12642.0,25,3,1013.26,1,0.03496565749473408,-0.8609985011156422,At Risk
12643.0,128,12,8350.42,1,0.6543961764868781,-0.1351281372228619,At Risk
12644.0,130,4,1918.49,1,-0.04832600858991315,-0.36553961505152666,At Risk
12645.0,34,8,3539.3,1,0.39162582605986623,-0.7081361033284784,At Risk
12646.0,5,2,1346.97,1,0.03074298647376046,-0.9514268498045306,At Risk
12647.0,22,36,17924.35,1,2.5034914653285067,-0.12149422799340157,At Risk
12648.0,155,4,1112.0,1,-0.1253578508642761,-0.27490399610070354,At Risk
12649.0,107,8,2294.65,1,0.21533123506861476,-0.41646325429640174,At Risk
12650.0,3,1,314.44,1,-0.06335555802315264,-0.995712683346537,At Risk
12651.0,335,4,377.75,0,-0.4577796239296655,0.501100575618836,Loyal Customers
12652.0,331,2,1017.03,0,-0.5275090513487446,0.47833335150313955,Loyal Customers
12653.0,149,3,4160.83,1,-0.0339939370470857,-0.23752007045596107,At Risk
12654.0,11,5,601.98,1,0.1447086514642774,-0.912070475686714,At Risk
12655.0,424,1,261.35,0,-0.7679486617300496,0.8597715574292212,Loyal Customers
12656.0,17,8,6407.83,1,0.5456436679972467,-0.7133131471125158,At Risk
12657.0,11,4,1643.18,1,0.13811676633755202,-0.897075649284436,At Risk
12658.0,19,1,686.05,1,-0.07376612377007104,-0.9161040216295312,At Risk
12659.0,30,1,91.68,1,-0.11815242116959505,-0.8820524299596099,At Risk
12660.0,11,1,245.1,1,-0.07973784952440598,-0.9621167710305071,At Risk
12661.0,436,1,162.0,0,-0.7923179607068095,0.9102788172313654,Loyal Customers
12662.0,1,20,6988.02,1,1.2241877726296844,-0.6456746449937079,At Risk
12663.0,625,2,239.4,2,-1.0519938236760724,1.7560673322079603,Champions
12664.0,8,11,6070.04,1,0.7024687428862737,-0.7302043320298406,At Risk
12665.0,325,3,313.6,0,-0.49611208403605805,0.4450950828969566,Loyal Customers
12666.0,394,1,1248.42,0,-0.6746657741293836,0.7514780017243734,Loyal Customers
12667.0,58,1,620.13,1,-0.14170949947631606,-0.7457026620143246,At Risk
12668.0,12,10,11444.68,1,0.8790373087760693,-0.5921227524342866,At Risk
12669.0,151,3,2744.0299999999997,1,-0.09939516897625446,-0.26317413850970917,At Risk
12670.0,10,7,3760.29,1,0.38913766122515153,-0.818948834752328,At Risk
12671.0,606,1,2622.481,2,-0.9681088241559944,1.7199165238020777,Champions
12672.0,330,2,437.05,0,-0.5512478497402222,0.4598103599298596,Loyal Customers
12673.0,5,3,1230.02,1,0.07782302627425461,-0.9439319905853751,At Risk
12674.0,39,4,1970.6,1,0.10575326797774175,-0.7656175248343919,At Risk
12675.0,554,2,958.5,2,-0.9020579243348481,1.4604271149437236,Champions
12676.0,25,11,2843.09,1,0.5327497763633675,-0.7337486873482474,At Risk
12677.0,555,2,395.1,2,-0.9284065982624334,1.4511283518555647,Champions
12678.0,42,21,34281.18,1,2.4036168699318026,0.20961393631276004,At Risk
12679.0,59,4,1113.02,1,0.03482381991442955,-0.6982770462815399,At Risk
12680.0,1,4,880.81,1,0.1214009436327121,-0.9597302693288647,At Risk
12681.0,15,45,30868.28,1,3.552025235346746,0.25566173418374016,At Risk
12682.0,4,52,24033.91,1,3.6364069248714688,0.1132314780872555,At Risk
12683.0,4,21,12696.78,1,1.5214674780633015,-0.4831921658597066,At Risk
12684.0,8,7,2283.63,1,0.3277865469034542,-0.8637010482871034,At Risk
12685.0,28,6,2863.08,1,0.26760513934448815,-0.7717340503273402,At Risk
12686.0,372,1,178.28,0,-0.684846798837485,0.6284097103980079,Loyal Customers
12687.0,481,2,2138.91,2,-0.7285774626984716,1.1671911202212806,Champions
12688.0,114,1,4873.8099999999995,1,-0.048783923227425786,-0.39521618838949796,At Risk
12689.0,26,2,1247.61,1,-0.008639593207214002,-0.8612262830431108,At Risk
12690.0,206,1,389.01,0,-0.39871191375260034,-0.0985881000428098,Loyal Customers
